id,brand,name,category,price_tier,price_low,price_high,currency,image_url,catalog_image_path,render_image_path,origin,is_active,display_order,description
59,Duravit,Duravit Starck 3 Starck 3 Wc Variants 04,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_wc_variants_04.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_04.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_04.webp,scraped,True,59,Duravit Duravit Starck 3 Starck 3 Wc Variants 04 - High-quality toilets for modern bathrooms. Part of the premium collection.
60,Duravit,Duravit Sink Series Starck 1 Starck Barrel 04,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck-barrel_04.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_04.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-barrel_04.webp,scraped,True,60,Duravit Duravit Sink Series Starck 1 Starck Barrel 04 - High-quality toilets for modern bathrooms. Part of the premium collection.
61,Duravit,Me By Starck Toilets 04,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-me_by_starck_toilets_04.webp,product-images/toilets/premium/duravit-me_by_starck_toilets_04.webp,product-images/toilets/premium/duravit-me_by_starck_toilets_04.webp,scraped,True,61,Duravit Me By Starck Toilets 04 - High-quality toilets for modern bathrooms. Part of the premium collection.
62,Duravit,Duravit Bento Starck Box Bentostarckbox 19,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_19.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_19.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_19.webp,scraped,True,62,Duravit Duravit Bento Starck Box Bentostarckbox 19 - High-quality toilets for modern bathrooms. Part of the premium collection.
63,Duravit,Duravit Toilets Category Toilet Accessories,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-toilets-category_toilet-accessories.webp,product-images/toilets/premium/duravit-duravit-toilets-category_toilet-accessories.webp,product-images/toilets/premium/duravit-duravit-toilets-category_toilet-accessories.webp,scraped,True,63,Duravit Duravit Toilets Category Toilet Accessories - High-quality toilets for modern bathrooms. Part of the premium collection.
64,Duravit,Duravit Starck 3 Starck 3 Einbauwaschtisch 03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_einbauwaschtisch_03.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_03.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_03.webp,scraped,True,64,Duravit Duravit Starck 3 Starck 3 Einbauwaschtisch 03 - High-quality toilets for modern bathrooms. Part of the premium collection.
65,Duravit,Duravit Starck 3 Starck 3 Wc Variants 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_wc_variants_01.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_01.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_01.webp,scraped,True,65,Duravit Duravit Starck 3 Starck 3 Wc Variants 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
66,Duravit,Duravit Me By Starck Me By Starck Wt New,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me-by-starck-wt-new.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me-by-starck-wt-new.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me-by-starck-wt-new.webp,scraped,True,66,Duravit Duravit Me By Starck Me By Starck Wt New - High-quality toilets for modern bathrooms. Part of the premium collection.
67,Duravit,Duravit Bento Starck Box Bentostarckbox 1,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_1.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_1.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_1.webp,scraped,True,67,Duravit Duravit Bento Starck Box Bentostarckbox 1 - High-quality toilets for modern bathrooms. Part of the premium collection.
68,Duravit,Duravit D Neo Dneo Boho 08,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_boho_08.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_08.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_08.webp,scraped,True,68,Duravit Duravit D Neo Dneo Boho 08 - High-quality toilets for modern bathrooms. Part of the premium collection.
69,Duravit,Duravit D Neo Dneo Mono 03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_monochrome_03.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_03.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_monochrome_03.webp,scraped,True,69,Duravit Duravit D Neo Dneo Mono 03 - High-quality toilets for modern bathrooms. Part of the premium collection.
70,Duravit,Duravit Sink Series Starck 1 Starck1 Tonne,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,scraped,True,70,Duravit Duravit Sink Series Starck 1 Starck1 Tonne - High-quality toilets for modern bathrooms. Part of the premium collection.
71,Duravit,Duravit Bento Starck Box Bentostarckbox 25,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_25.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_25.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_25.webp,scraped,True,71,Duravit Duravit Bento Starck Box Bentostarckbox 25 - High-quality toilets for modern bathrooms. Part of the premium collection.
72,Duravit,Duravit Bento Starck Box Bentostarckbox 6,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_6.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_6.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_6.webp,scraped,True,72,Duravit Duravit Bento Starck Box Bentostarckbox 6 - High-quality toilets for modern bathrooms. Part of the premium collection.
73,Duravit,Duravit Vero Air Vero Air Milieu 2350120024 11 02 1248,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero-air_milieu_2350120024_11_02_1248.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_milieu_2350120024_11_02_1248.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_milieu_2350120024_11_02_1248.webp,scraped,True,73,Duravit Duravit Vero Air Vero Air Milieu 2350120024 11 02 1248 - High-quality toilets for modern bathrooms. Part of the premium collection.
74,Duravit,Duravit Vero Air Veroair Tm 235160 Lc095C 85 04 0757,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-veroair_tm_235160_lc095c_85_04_0757.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_235160_lc095c_85_04_0757.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_235160_lc095c_85_04_0757.webp,scraped,True,74,Duravit Duravit Vero Air Veroair Tm 235160 Lc095C 85 04 0757 - High-quality toilets for modern bathrooms. Part of the premium collection.
75,Duravit,Duravit Sink Series Vero Vero Stand   Wc Bidet 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,scraped,True,75,Duravit Duravit Sink Series Vero Vero Stand   Wc Bidet 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
76,Duravit,Duravit Sink Series Starck 1 Starck1 Tonne2,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck1_tonne2.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne2.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne2.webp,scraped,True,76,Duravit Duravit Sink Series Starck 1 Starck1 Tonne2 - High-quality toilets for modern bathrooms. Part of the premium collection.
77,Duravit,Duravit Bento Starck Box Bentostarckbox 17,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_17.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_17.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_17.webp,scraped,True,77,Duravit Duravit Bento Starck Box Bentostarckbox 17 - High-quality toilets for modern bathrooms. Part of the premium collection.
78,Duravit,Duravit Sinks Opzetwastafels Vero Air Milieu 2350120024 11 02 1248,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,product-images/toilets/premium/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,product-images/toilets/premium/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,scraped,True,78,Duravit Duravit Sinks Opzetwastafels Vero Air Milieu 2350120024 11 02 1248 - High-quality toilets for modern bathrooms. Part of the premium collection.
79,Duravit,Duravit Bento Starck Box Bentostarckbox 24,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_24.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_24.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_24.webp,scraped,True,79,Duravit Duravit Bento Starck Box Bentostarckbox 24 - High-quality toilets for modern bathrooms. Part of the premium collection.
80,Duravit,Duravit Starck 3 Starck 3 Einbauwaschtisch 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_einbauwaschtisch_01.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_01.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_01.webp,scraped,True,80,Duravit Duravit Starck 3 Starck 3 Einbauwaschtisch 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
81,Duravit,Me By Starck Toilets 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-me_by_starck_toilets_02.webp,product-images/toilets/premium/duravit-me_by_starck_toilets_02.webp,product-images/toilets/premium/duravit-me_by_starck_toilets_02.webp,scraped,True,81,Duravit Me By Starck Toilets 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
82,Duravit,Duravit Vero Air Veroair Keramikdetail M%C3%B6Belwaschtisch 03 2538,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,scraped,True,82,Duravit Duravit Vero Air Veroair Keramikdetail M%C3%B6Belwaschtisch 03 2538 - High-quality toilets for modern bathrooms. Part of the premium collection.
83,Duravit,Duravit Sink Series Starck 1 Starck 1 Starck Wc,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,scraped,True,83,Duravit Duravit Sink Series Starck 1 Starck 1 Starck Wc - High-quality toilets for modern bathrooms. Part of the premium collection.
84,Duravit,Duravit Vero Air Vero Air Tm 252509 Sewaslim 01 1380,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,scraped,True,84,Duravit Duravit Vero Air Vero Air Tm 252509 Sewaslim 01 1380 - High-quality toilets for modern bathrooms. Part of the premium collection.
85,Duravit,Duravit Toilets Dneo Boho 10,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-toilets-dneo_boho_10.webp,product-images/toilets/premium/duravit-duravit-toilets-dneo_boho_10.webp,product-images/toilets/premium/duravit-duravit-toilets-dneo_boho_10.webp,scraped,True,85,Duravit Duravit Toilets Dneo Boho 10 - High-quality toilets for modern bathrooms. Part of the premium collection.
86,Duravit,Duravit D Neo Dneo Welt Pop,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_welt_pop.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_pop.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_pop.webp,scraped,True,86,Duravit Duravit D Neo Dneo Welt Pop - High-quality toilets for modern bathrooms. Part of the premium collection.
87,Duravit,Duravit Me By Starck Me By Starck Nature Milieu 10 0113,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_nature_milieu_10_0113.webp,scraped,True,87,Duravit Duravit Me By Starck Me By Starck Nature Milieu 10 0113 - High-quality toilets for modern bathrooms. Part of the premium collection.
88,Duravit,Duravit Architec Architec Toilets And Bidets 1080,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-architec-architec_toilets-and-bidets_1080.webp,product-images/toilets/premium/duravit-duravit-architec-architec_toilets-and-bidets_1080.webp,product-images/toilets/premium/duravit-duravit-architec-architec_toilets-and-bidets_1080.webp,scraped,True,88,Duravit Duravit Architec Architec Toilets And Bidets 1080 - High-quality toilets for modern bathrooms. Part of the premium collection.
89,Duravit,Duravit D Neo Dneo Boho 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_boho_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_boho_01.webp,scraped,True,89,Duravit Duravit D Neo Dneo Boho 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
90,Duravit,Duravit Durastyle Durastyle Home Broschuere Aufgeklappt,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_home_broschuere_aufgeklappt.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_home_broschuere_aufgeklappt.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_home_broschuere_aufgeklappt.webp,scraped,True,90,Duravit Duravit Durastyle Durastyle Home Broschuere Aufgeklappt - High-quality toilets for modern bathrooms. Part of the premium collection.
91,Duravit,Duravit Bento Starck Box Bentostarckbox 27,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_27.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_27.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_27.webp,scraped,True,91,Duravit Duravit Bento Starck Box Bentostarckbox 27 - High-quality toilets for modern bathrooms. Part of the premium collection.
92,Duravit,Duravit Starck 3 Starck 3 Einbauwaschtisch 4,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_einbauwaschtisch_4.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_4.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_einbauwaschtisch_4.webp,scraped,True,92,Duravit Duravit Starck 3 Starck 3 Einbauwaschtisch 4 - High-quality toilets for modern bathrooms. Part of the premium collection.
93,Duravit,Duravit Sinks Veroair Tm 235060 01 1131,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,product-images/toilets/premium/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,product-images/toilets/premium/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,scraped,True,93,Duravit Duravit Sinks Veroair Tm 235060 01 1131 - High-quality toilets for modern bathrooms. Part of the premium collection.
94,Duravit,Duravit Sink Series L Cube L Cube Med Eiche Starck Milieu 03 07%2353 96,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_milieu_03_07%2353_96.webp,product-images/toilets/premium/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_milieu_03_07%2353_96.webp,product-images/toilets/premium/duravit-duravit-sink-series-l-cube-l-cube_med_eiche_starck_milieu_03_07%2353_96.webp,scraped,True,94,Duravit Duravit Sink Series L Cube L Cube Med Eiche Starck Milieu 03 07%2353 96 - High-quality toilets for modern bathrooms. Part of the premium collection.
95,Duravit,Veroair Tm 235060 01 1131,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-veroair_tm_235060_01_1131.webp,product-images/toilets/premium/duravit-veroair_tm_235060_01_1131.webp,product-images/toilets/premium/duravit-veroair_tm_235060_01_1131.webp,scraped,True,95,Duravit Veroair Tm 235060 01 1131 - High-quality toilets for modern bathrooms. Part of the premium collection.
96,Duravit,Duravit Vero Air Veroair Tm 235080 0030661000 01 0606,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-veroair_tm_235080_0030661000_01_0606.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_235080_0030661000_01_0606.webp,product-images/toilets/premium/duravit-duravit-vero_air-veroair_tm_235080_0030661000_01_0606.webp,scraped,True,96,Duravit Duravit Vero Air Veroair Tm 235080 0030661000 01 0606 - High-quality toilets for modern bathrooms. Part of the premium collection.
97,Duravit,Duravit Me By Starck Me By Starck Toilets 05,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_toilets_05.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_05.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_toilets_05.webp,scraped,True,97,Duravit Duravit Me By Starck Me By Starck Toilets 05 - High-quality toilets for modern bathrooms. Part of the premium collection.
98,Duravit,Duravit D Neo Dneo Welt Minimal,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_welt_minimal.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_minimal.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_welt_minimal.webp,scraped,True,98,Duravit Duravit D Neo Dneo Welt Minimal - High-quality toilets for modern bathrooms. Part of the premium collection.
99,Duravit,Duravit Me By Starck Me By Starck Raw Milieu Wanne 12 0180%2340,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_raw_milieu_wanne_12_0180%2340.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_raw_milieu_wanne_12_0180%2340.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_raw_milieu_wanne_12_0180%2340.webp,scraped,True,99,Duravit Duravit Me By Starck Me By Starck Raw Milieu Wanne 12 0180%2340 - High-quality toilets for modern bathrooms. Part of the premium collection.
100,Duravit,Duravit Me By Starck Me By Starck Tm,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me-by-starck-tm.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me-by-starck-tm.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me-by-starck-tm.webp,scraped,True,100,Duravit Duravit Me By Starck Me By Starck Tm - High-quality toilets for modern bathrooms. Part of the premium collection.
101,Duravit,Duravit Sink Series Starck 1 Starck Badewanne,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,scraped,True,101,Duravit Duravit Sink Series Starck 1 Starck Badewanne - High-quality toilets for modern bathrooms. Part of the premium collection.
102,Duravit,Duravit Durastyle Durastyle Badewanne Detail 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,product-images/toilets/premium/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,scraped,True,102,Duravit Duravit Durastyle Durastyle Badewanne Detail 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
103,Duravit,Duravit D Neo Dneo Minimal 02,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_minimal_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_02.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_02.webp,scraped,True,103,Duravit Duravit D Neo Dneo Minimal 02 - High-quality toilets for modern bathrooms. Part of the premium collection.
104,Duravit,Duravit Vero Air Vero Air Tm 700418000000000 10 2881,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,product-images/toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_10_2881.webp,scraped,True,104,Duravit Duravit Vero Air Vero Air Tm 700418000000000 10 2881 - High-quality toilets for modern bathrooms. Part of the premium collection.
105,Duravit,Duravit D Neo Dneo Pop 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_pop_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_01.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_pop_01.webp,scraped,True,105,Duravit Duravit D Neo Dneo Pop 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
106,Duravit,Duravit Bento Starck Box Bentostarckbox 18,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-bento_starck_box-bentostarckbox_18.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_18.webp,product-images/toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_18.webp,scraped,True,106,Duravit Duravit Bento Starck Box Bentostarckbox 18 - High-quality toilets for modern bathrooms. Part of the premium collection.
107,Duravit,Duravit D Neo Dneo Minimal 07,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-d-neo-dneo_minimal_07.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_07.webp,product-images/toilets/premium/duravit-duravit-d-neo-dneo_minimal_07.webp,scraped,True,107,Duravit Duravit D Neo Dneo Minimal 07 - High-quality toilets for modern bathrooms. Part of the premium collection.
108,Duravit,Duravit Sink Series Starck 1 Starck Slimline Stage,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,product-images/toilets/premium/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,scraped,True,108,Duravit Duravit Sink Series Starck 1 Starck Slimline Stage - High-quality toilets for modern bathrooms. Part of the premium collection.
109,Duravit,Duravit Me By Starck Hygieneflush Mebystarck,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-hygieneflush_mebystarck.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-hygieneflush_mebystarck.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-hygieneflush_mebystarck.webp,scraped,True,109,Duravit Duravit Me By Starck Hygieneflush Mebystarck - High-quality toilets for modern bathrooms. Part of the premium collection.
110,Duravit,Duravit Toilets Category Wall Hung Toilets,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-toilets-category_wall-hung_toilets.webp,product-images/toilets/premium/duravit-duravit-toilets-category_wall-hung_toilets.webp,product-images/toilets/premium/duravit-duravit-toilets-category_wall-hung_toilets.webp,scraped,True,110,Duravit Duravit Toilets Category Wall Hung Toilets - High-quality toilets for modern bathrooms. Part of the premium collection.
111,Duravit,Duravit Sink Series Vero Vero Bathtub Back To Wall 01,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,product-images/toilets/premium/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,scraped,True,111,Duravit Duravit Sink Series Vero Vero Bathtub Back To Wall 01 - High-quality toilets for modern bathrooms. Part of the premium collection.
112,Duravit,Duravit Starck 3 Starck 3 Wc Variants 03,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-starck_3-starck_3_wc_variants_03.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_03.webp,product-images/toilets/premium/duravit-duravit-starck_3-starck_3_wc_variants_03.webp,scraped,True,112,Duravit Duravit Starck 3 Starck 3 Wc Variants 03 - High-quality toilets for modern bathrooms. Part of the premium collection.
113,Duravit,Duravit Me By Starck Me By Starck Furniture Basin Collage,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,product-images/toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,scraped,True,113,Duravit Duravit Me By Starck Me By Starck Furniture Basin Collage - High-quality toilets for modern bathrooms. Part of the premium collection.
114,Duravit,Dneo Pop 05,toilets,premium,500,5500,EUR,https://cdn.yoursite.com/bathroom/toilets/duravit-dneo_pop_05.webp,product-images/toilets/premium/duravit-dneo_pop_05.webp,product-images/toilets/premium/duravit-dneo_pop_05.webp,scraped,True,114,Duravit Dneo Pop 05 - High-quality toilets for modern bathrooms. Part of the premium collection.
