product_id,name,brand,price_eur,category,sub_category,style_category,price_range,image_url,image_score,selected
,"Riho Phatos Halfvrijstaand Bad – mat wit, wit",Riho,2112.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/4991ca55062e2f60aa5f949205bc4bba.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-velvet-mat-wit-sw1185382.jpg,9,True
,Riho Phatos Halfvrijstaand Bad – wit,Riho,1784.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/4991ca55062e2f60aa5f949205bc4bba.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-glans-wit-sw1185380.jpg,9,True
,Riho Phatos Halfvrijstaand bad – grijs,Riho,2328.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/3debe1533319793f3ca6a9c0b9792f50.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-links-acryl-mat-stone-grey-grijs--sw1185384.jpg,9,True
,"Riho Phatos Halfvrijstaand bad – mat wit, wit",Riho,2112.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/7df5f63df04c161425f27a5284d155f2.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-rechts-acryl-mat-wit-sw1185388.jpg,9,True
,Riho Phatos Halfvrijstaand bad – wit,Riho,1784.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/7df5f63df04c161425f27a5284d155f2.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-rechts-acryl-glans-wit-sw1185386.jpg,9,True
,Riho Rethink Cubic halfvrijstaand bad met panelen – wit,Riho,1629.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/fe2364a2d06e2f49315f67219016c929.jpg/riho-rethink-cubic-halfvrijstaand-bad-met-panelen-160x70cm-acryl-rechts-in-hoek-glans-wit-sw547802.jpg,9,True
,"Riho Valor half vrijstaand ligbad – mat wit, wit",Riho,3796.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/79d1cb2a37fd5052e1744aeb6d8930b1.jpg/riho-valor-half-vrijstaand-ligbad-180x80x56cm-half-vrijstaand-solid-surface-mat-wit-sw416724.jpg,9,True
,Royal Plaza Edolo half vrijstaand bad ovaal x vrijstaande muurversie wit – wit,Royal Plaza,1203.0,Bathtub,,,,https://static.rorix.nl/image/product/galvano/400x400/D130001001565969.jpg/royal-plaza-edolo-half-vrijstaand-bad-ovaal-175-x-85cm-vrijstaande-muurversie-wit-sw917796.jpg,9,True
,Royal Plaza Violeta Bad,Royal Plaza,3329.0,Bathtub,,,,https://static.rorix.nl/image/product/galvano/400x400/D130001001474426.jpg/royal-plaza-violeta-bad-half-vrijstaand-160x70cm-mat-groen-sw1075527.jpg,9,True
,Villeroy & Boch Loop & friends half vrijstaand bad,Villeroy & Boch,1893.01,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/0842c5ee5578e97202b09c011111b9f3.jpg/villeroy-boch-loop-friends-half-vrijstaand-bad-180x80cm-hoek-rechts-acryl-stone-white-mat-sw762323.jpg,9,True
,Villeroy & Boch Loop & friends half vrijstaand bad – wit,Villeroy & Boch,1365.0,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/8473df40f159b71a727129f720edd229.jpg/villeroy-boch-loop-friends-half-vrijstaand-bad-180x80cm-hoek-links-acryl-wit-alpin-glans-sw762342.jpg,9,True
,Villeroy & Boch Loop & friends hoekbad,Villeroy & Boch,1554.07,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/1c0e58f716c25094bd15ff54b23280fd.jpg/villeroy-boch-loop-friends-hoekbad-170x75cm-hoek-rechts-acryl-stone-white-mat-sw917911.jpg,9,True
,Villeroy & Boch Loop & friends hoekbad – wit,Villeroy & Boch,1362.09,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/1c0e58f716c25094bd15ff54b23280fd.jpg/villeroy-boch-loop-friends-hoekbad-170x75cm-hoek-rechts-acryl-wit-alpin-glans-sw917898.jpg,9,True
,Villeroy & Boch Oberon 2.1 Back-to-wall bad voor hoekinbouw links – wit,Villeroy & Boch,2127.37,Bathtub,,,,https://static.rorix.nl/image/product/galvano/400x400/D130001001569644.jpg/villeroy-boch-oberon-2.1-back-to-wall-bad-voor-hoekinbouw-links-1800-x-800-mm-glans-wit-alpin-wit--sw957888.jpg,9,True
,Wisa Tirano Bad Offset 160x90cm Rechts Wit – wit,Unknown,494.99,Bathtub,,,,https://static.rorix.nl/image/product/galvano/400x400/D130001001175876.jpeg/wisa-tirano-bad-offset-160x90cm-rechts-wit-sw48795.jpeg,9,True
,Xellanz Marinella zitbad 103x65x52 wit – wit,Unknown,132.99,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/509aa7cd11d9d.jpg/xellanz-marinella-zitbad-103x65x52-wit-ha436370.jpg,9,True
,Xellanz Santino SQ inbouw duo ligbad 180x80x49 cm acryl glans wit – wit,Unknown,390.99,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/5819ec342ed93.jpg/xellanz-santino-sq-inbouw-duo-ligbad-180x80x49-cm-acryl-glans-wit-sw75881.jpg,9,True
,"Xellanz Santino SQ inbouw duo ligbad 180x80x49 cm mat wit – mat wit, wit",Unknown,581.99,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/5819ec342ed93.jpg/xellanz-santino-sq-inbouw-duo-ligbad-180x80x49-cm-mat-wit-sw643232.jpg,9,True
,Xellanz Santino SQ inbouw duo ligbad 190x90x49 cm acryl glans wit – wit,Unknown,411.99,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/836add9c854c9f1d778383da8cc76401.jpg/xellanz-santino-sq-inbouw-duo-ligbad-190x90x49-cm-acryl-glans-wit-sw295877.jpg,9,True
,Xenz Luchtsysteem ingebouwd in vrijstaand bad zichtdelen in chroom – chroom,Unknown,,Bathtub,,,,https://static.rorix.nl/image/product/overig/400x400/fb0d4827c3f59db831cee18c1896a686.jpg/xenz-luchtsysteem-ingebouwd-in-vrijstaand-bad-zichtdelen-in-chroom-sw382546.jpg,9,True
,Gardentub beschermhoes – antraciet,Unknown,81.0,Faucet,,budget_functional,budget,https://static.rorix.nl/image/product/overig/400x400/9216e5c07f80772f09a46abbe307a2e0.jpg/gardentub-beschermhoes-zonder-kraancover-antraciet-sw1075480.jpg,9,True
,Geberit Bastia Urinoir – wit,Geberit,103.89,Faucet,,budget_functional,budget,https://static.rorix.nl/image/product/galvano/400x400/D130001001561363.jpg/geberit-bastia-urinoir-achter-inlaat-afvoer-achter-wit-sw878580.jpg,9,True
,Ideavit ARCHTEC-B2W-CRM Back-To-Wall Bad – beige,Unknown,2450.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/3804dbc313b314d663dcc7243253a376.jpg/ideavit-archtec-b2w-crm-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-creme-beige-sw1220457.jpg,9,True
,Ideavit ARCHTEC-B2W-GR Back-To-Wall Bad – grijs,Unknown,2450.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/5d7ae6436d6173c2e5533fc4687b3674.jpg/ideavit-archtec-b2w-gr-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-grijs-sw1220456.jpg,9,True
,Ideavit ARCHTEC-B2W-WH Back-To-Wall Bad – wit,Unknown,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1476e4c518b0c3a544568943d83346a.jpg/ideavit-archtec-b2w-wh-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-wit-sw1220455.jpg,9,True
,Riho Desire half vrijstaand half vrijstaand ligbad met overloop 180x84cm met Sifon Mat Wit – mat wit,Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9135b2d01e29c21acffa013927e23f2c.jpg/riho-desire-half-vrijstaand-half-vrijstaand-ligbad-met-overloop-180x84cm-met-sifon-mat-wit-sw412248.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Links 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-glans-wit-sw412172.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Rechts 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-glans-wit-sw412209.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling Rechts 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-mat-wit-sw412221.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling links 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-mat-wit-sw412185.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 180x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-180x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699376.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 190x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-190x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699374.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699372.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699377.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699381.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699380.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699379.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699378.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699387.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699382.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699384.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699385.jpg,9,True
,Riho Easypool 3.1 Miami whirlpoolbad – wit,Riho,931.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/1c6f636a0d6d06a737304ebfa1934b29.jpg/riho-easypool-3.1-miami-whirlpoolbad-170x70cm-airo-pneumatische-bediening-rechts-inclusief-poten-en-afvoer-glans-wit-sw1116789.jpg,9,True
,Wiesbaden Liora half vrijstaand ligbad x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/6510d7c4fb8fbf3e52fb0312c51ef7d9.jpg/wiesbaden-liora-half-vrijstaand-ligbad-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158951.jpg,9,True
,"Wiesbaden Liora half vrijstaand ligbad x acryl mat wit met waste mat wit – mat wit, wit",Wiesbaden,1749.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/70cefcc3f1283aae12653f75c770fa71.jpg/wiesbaden-liora-half-vrijstaand-ligbad-180-x-80-cm-acryl-mat-wit-met-waste-mat-wit-sw1158955.jpg,9,True
,Wiesbaden Zenn hoekbad links x acryl glans wit met waste glans wit – wit,Ink,1359.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/2fe8d520bc036cf9fa857dc83ff40ee2.jpg/wiesbaden-zenn-hoekbad-links-180-x-80-cm-acryl-glans-wit-met-waste-glans-wit-sw1158957.jpg,9,True
,Wiesbaden Zenn hoekbad rechts x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/0bb61d194b6dcdc800759d747a050f5d.jpg/wiesbaden-zenn-hoekbad-rechts-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158950.jpg,9,True
,Xenz Cyprus Hoekbad,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/02eea0db3cd81652d138585a156aa13f.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-ebony-sw103542.jpg,9,True
,Xenz Cyprus Hoekbad – wit,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/5dd2f549c5fcbe43cd4b2ca11549bbc3.jpg/xenz-cyprus-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103533.jpg,9,True
,Xenz Society Hoekbad – wit,Unknown,,Faucet,,modern_minimalist,unknown,https://static.rorix.nl/image/product/overig/400x400/e3fc497db635d2cdf21b6455c7b54133.jpg/xenz-society-hoekbad-145x145x53-afvoer-midden-acryl-wit-sw103513.jpg,9,True
,"Zeza Cheb Half vrijstaand acryl bad – mat wit, wit",ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-mat-wit-sw999818.jpg,9,True
,Zeza Cheb Half vrijstaand acryl bad – wit,ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/dd8285cb44e173d68e744d67ba327518.jpg/zeza-cheb-half-vrijstaand-acryl-bad-170x80cm-sifon-glans-wit-sw276846.jpg,9,True
,Zeza Cheb Half vrijstaand hoekbad – wit,ZEZA,1850.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/6e8643eab5ed75fe2aa0d17e7a4755d1.jpg/zeza-cheb-half-vrijstaand-hoekbad-links-170x80cm-incl-poten-sifon-acryl-glans-wit-sw647689.jpg,9,True
,Gardentub beschermhoes – antraciet,Unknown,81.0,Faucet,,budget_functional,budget,https://static.rorix.nl/image/product/overig/400x400/9216e5c07f80772f09a46abbe307a2e0.jpg/gardentub-beschermhoes-zonder-kraancover-antraciet-sw1075480.jpg,9,True
,Geberit Bastia Urinoir – wit,Geberit,103.89,Faucet,,budget_functional,budget,https://static.rorix.nl/image/product/galvano/400x400/D130001001561363.jpg/geberit-bastia-urinoir-achter-inlaat-afvoer-achter-wit-sw878580.jpg,9,True
,Ideavit ARCHTEC-B2W-CRM Back-To-Wall Bad – beige,Unknown,2450.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/3804dbc313b314d663dcc7243253a376.jpg/ideavit-archtec-b2w-crm-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-creme-beige-sw1220457.jpg,9,True
,Ideavit ARCHTEC-B2W-GR Back-To-Wall Bad – grijs,Unknown,2450.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/5d7ae6436d6173c2e5533fc4687b3674.jpg/ideavit-archtec-b2w-gr-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-grijs-sw1220456.jpg,9,True
,Ideavit ARCHTEC-B2W-WH Back-To-Wall Bad – wit,Unknown,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1476e4c518b0c3a544568943d83346a.jpg/ideavit-archtec-b2w-wh-back-to-wall-bad-170x80x63cm-rock-texture-overloopgat-klikwaste-verstelbare-poten-wit-sw1220455.jpg,9,True
,Riho Desire half vrijstaand half vrijstaand ligbad met overloop 180x84cm met Sifon Mat Wit – mat wit,Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9135b2d01e29c21acffa013927e23f2c.jpg/riho-desire-half-vrijstaand-half-vrijstaand-ligbad-met-overloop-180x84cm-met-sifon-mat-wit-sw412248.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Links 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-glans-wit-sw412172.jpg,9,True
,Riho Desire hoekbad acryl bad Hoekopstelling Rechts 184x84cm met sifon glans wit – wit,Riho,1823.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-glans-wit-sw412209.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling Rechts 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e1b9d02f43079d36aaf3e0f9a9ca89c0.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-rechts-184x84cm-met-sifon-mat-wit-sw412221.jpg,9,True
,"Riho Desire hoekbad acryl bad hoekopstelling links 184x84cm met sifon mat wit – mat wit, wit",Riho,2400.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/2a253c11b390503d90867f2819925c59.jpg/riho-desire-hoekbad-acryl-bad-hoekopstelling-links-184x84cm-met-sifon-mat-wit-sw412185.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 180x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-180x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699376.jpg,9,True
,Riho Easypool 3.1 Carolina whirlpoolbad 190x80cm rechts hydro 6+4+2 aero colour speaker touch bedien,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4675fe5a8bc5ea2c193a976ab3fc63f8.jpg/riho-easypool-3.1-carolina-whirlpoolbad-190x80cm-rechts-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699374.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699372.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 170x75cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-170x75cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699377.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699381.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699380.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening ,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/e752f3bb9e7f6f60b197e2209c4668f1.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-10-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699379.jpg,9,True
,Riho Easypool 3.1 Lima whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief pot,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/4385c34e98406a1e1f76c7d556701fb4.jpg/riho-easypool-3.1-lima-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699378.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699387.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 180x80cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-180x80cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699382.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 aero colour speaker touch bediening,Riho,2483.0,Faucet,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9d5e1851099e72094781f88f2d5cbed1.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-aero-11-colour-speaker-touch-bediening-inclusief-poten-en-afvoer-wit-sw699384.jpg,9,True
,Riho Easypool 3.1 Lusso whirlpoolbad rechts 190x90cm hydro 6+4+2 pneumatische bediening inclusief po,Riho,1499.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/275e98aa8e4661f3484128656610a393.jpg/riho-easypool-3.1-lusso-whirlpoolbad-rechts-190x90cm-hydro-6-4-2-pneumatische-bediening-inclusief-poten-en-afvoer-wit-sw699385.jpg,9,True
,Riho Easypool 3.1 Miami whirlpoolbad – wit,Riho,931.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/1c6f636a0d6d06a737304ebfa1934b29.jpg/riho-easypool-3.1-miami-whirlpoolbad-170x70cm-airo-pneumatische-bediening-rechts-inclusief-poten-en-afvoer-glans-wit-sw1116789.jpg,9,True
,Wiesbaden Liora half vrijstaand ligbad x acryl glans wit met waste glans wit – wit,Wiesbaden,1299.0,Faucet,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/6510d7c4fb8fbf3e52fb0312c51ef7d9.jpg/wiesbaden-liora-half-vrijstaand-ligbad-170-x-75-cm-acryl-glans-wit-met-waste-glans-wit-sw1158951.jpg,9,True
